code,sheet,recording,image,image_path,label_table,labeled_keypoints,total_keypoints
Q0035,1,20231013_B8_long-anes_awake_100_BC_12-01-00,img18200.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231013_B8_long-anes_awake_100_BC_12-01-00/img18200.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231013_B8_long-anes_awake_100_BC_12-01-00/CollectedData_houlab.h5,7,28
Q0036,1,20231013_B8_long-anes_awake_100_L_12-01-00,img00047.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231013_B8_long-anes_awake_100_L_12-01-00/img00047.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231013_B8_long-anes_awake_100_L_12-01-00/CollectedData_houlab.h5,17,28
Q0037,1,20231013_B8_long-anes_awake_100_L_12-01-00,img04298.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231013_B8_long-anes_awake_100_L_12-01-00/img04298.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231013_B8_long-anes_awake_100_L_12-01-00/CollectedData_houlab.h5,17,28
Q0038,1,20231013_B8_long-anes_awake_100_L_12-01-00,img10166.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231013_B8_long-anes_awake_100_L_12-01-00/img10166.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231013_B8_long-anes_awake_100_L_12-01-00/CollectedData_houlab.h5,17,28
Q0039,1,20231013_B8_long-anes_awake_100_L_12-01-00,img19001.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231013_B8_long-anes_awake_100_L_12-01-00/img19001.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231013_B8_long-anes_awake_100_L_12-01-00/CollectedData_houlab.h5,17,28
Q0040,1,20231013_B8_long-anes_awake_100_L_12-01-00,img28549.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231013_B8_long-anes_awake_100_L_12-01-00/img28549.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231013_B8_long-anes_awake_100_L_12-01-00/CollectedData_houlab.h5,16,28
Q0041,1,20231013_B8_long-anes_awake_100_R_12-01-00,img18127.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231013_B8_long-anes_awake_100_R_12-01-00/img18127.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231013_B8_long-anes_awake_100_R_12-01-00/CollectedData_houlab.h5,16,28
Q0042,1,20231013_B8_long-anes_awake_100_R_12-01-00,img18142.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231013_B8_long-anes_awake_100_R_12-01-00/img18142.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231013_B8_long-anes_awake_100_R_12-01-00/CollectedData_houlab.h5,16,28
Q0043,1,20231013_B8_long-anes_awake_100_R_12-01-00,img18199.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231013_B8_long-anes_awake_100_R_12-01-00/img18199.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231013_B8_long-anes_awake_100_R_12-01-00/CollectedData_houlab.h5,14,28
Q0044,1,20231013_B8_long-anes_awake_100_R_12-01-00,img18235.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231013_B8_long-anes_awake_100_R_12-01-00/img18235.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231013_B8_long-anes_awake_100_R_12-01-00/CollectedData_houlab.h5,13,28
Q0045,1,20231013_B8_long-anes_awake_100_R_12-01-00,img18293.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231013_B8_long-anes_awake_100_R_12-01-00/img18293.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231013_B8_long-anes_awake_100_R_12-01-00/CollectedData_houlab.h5,11,28
Q0046,1,20231013_B8_long-anes_awake_100_TC_12-01-00,img02344.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231013_B8_long-anes_awake_100_TC_12-01-00/img02344.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231013_B8_long-anes_awake_100_TC_12-01-00/CollectedData_houlab.h5,10,28
Q0047,1,20231013_B8_long-anes_awake_100_TC_12-01-00,img11093.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231013_B8_long-anes_awake_100_TC_12-01-00/img11093.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231013_B8_long-anes_awake_100_TC_12-01-00/CollectedData_houlab.h5,10,28
Q0048,1,20231013_B8_long-anes_awake_100_TC_12-01-00,img15416.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231013_B8_long-anes_awake_100_TC_12-01-00/img15416.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231013_B8_long-anes_awake_100_TC_12-01-00/CollectedData_houlab.h5,10,28
Q0049,1,20231013_B8_long-anes_awake_100_TC_12-01-00,img16078.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231013_B8_long-anes_awake_100_TC_12-01-00/img16078.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231013_B8_long-anes_awake_100_TC_12-01-00/CollectedData_houlab.h5,10,28
Q0050,1,20231013_B8_long-anes_awake_100_TC_12-01-00,img25315.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231013_B8_long-anes_awake_100_TC_12-01-00/img25315.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231013_B8_long-anes_awake_100_TC_12-01-00/CollectedData_houlab.h5,10,28
Q0051,1,20231013_B8_long-anes_awake_100_TL_12-01-00,img15264.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231013_B8_long-anes_awake_100_TL_12-01-00/img15264.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231013_B8_long-anes_awake_100_TL_12-01-00/CollectedData_houlab.h5,9,28
Q0052,1,20231013_B8_long-anes_awake_100_TL_12-01-00,img15579.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231013_B8_long-anes_awake_100_TL_12-01-00/img15579.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231013_B8_long-anes_awake_100_TL_12-01-00/CollectedData_houlab.h5,10,28
Q0053,1,20231013_B8_long-anes_awake_100_TL_12-01-00,img16566.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231013_B8_long-anes_awake_100_TL_12-01-00/img16566.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231013_B8_long-anes_awake_100_TL_12-01-00/CollectedData_houlab.h5,10,28
Q0054,1,20231013_B8_long-anes_awake_100_TL_12-01-00,img18219.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231013_B8_long-anes_awake_100_TL_12-01-00/img18219.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231013_B8_long-anes_awake_100_TL_12-01-00/CollectedData_houlab.h5,10,28
Q0055,1,20231013_B8_long-anes_awake_100_TL_12-01-00,img27988.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231013_B8_long-anes_awake_100_TL_12-01-00/img27988.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231013_B8_long-anes_awake_100_TL_12-01-00/CollectedData_houlab.h5,10,28
Q0056,1,20231013_B8_long-anes_awake_100_TR_12-01-00,img00462.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231013_B8_long-anes_awake_100_TR_12-01-00/img00462.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231013_B8_long-anes_awake_100_TR_12-01-00/CollectedData_houlab.h5,10,28
Q0057,1,20231013_B8_long-anes_awake_100_TR_12-01-00,img02807.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231013_B8_long-anes_awake_100_TR_12-01-00/img02807.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231013_B8_long-anes_awake_100_TR_12-01-00/CollectedData_houlab.h5,10,28
Q0058,1,20231013_B8_long-anes_awake_100_TR_12-01-00,img16512.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231013_B8_long-anes_awake_100_TR_12-01-00/img16512.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231013_B8_long-anes_awake_100_TR_12-01-00/CollectedData_houlab.h5,10,28
Q0059,1,20231013_B8_long-anes_awake_100_TR_12-01-00,img21203.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231013_B8_long-anes_awake_100_TR_12-01-00/img21203.png,/data/disk2/home/tony/demo1/model/cheese3d_demo_model/backend/cheese3d_demo_model-houlab-2025-05-28/labeled-data/20231013_B8_long-anes_awake_100_TR_12-01-00/CollectedData_houlab.h5,10,28
